#,,,"generated_by='OpenQuake engine 3.15.0-gite516637382', start_date='2022-08-04T17:05:27', checksum=2488195332, investigation_time=1.0, mag_bin_edges=[4.5, 5.0, 5.5, 6.0, 6.5, 7.0, 7.5], dist_bin_edges=[0.0, 10.0, 20.0, 30.0, 40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 180.0, 190.0, 200.0, 210.0, 220.0, 230.0, 240.0, 250.0], lon_bin_edges=[2.5398271125312304, 2.805674853153627, 3.0715225937760238, 3.3373703343984205, 3.603218075020817, 3.869065815643214, 4.1349135562656105, 4.400761296888007, 4.666609037510404, 4.932456778132801, 5.198304518755197, 5.4641522593775935, 5.729999999999991, 5.995847740622388, 6.261695481244784, 6.52754322186718, 6.793390962489577, 7.059238703111974, 7.325086443734371, 7.590934184356768, 7.856781924979164, 8.122629665601561, 8.388477406223958, 8.654325146846354, 8.920172887468752], lat_bin_edges=[42.9417, 43.12905833333333, 43.31641666666666, 43.503775, 43.69113333333333, 43.87849166666666, 44.06585, 44.25320833333333, 44.44056666666667, 44.627925, 44.81528333333333, 45.00264166666667, 45.19, 45.37735833333333, 45.56471666666667, 45.752075, 45.939433333333334, 46.12679166666667, 46.31415, 46.501508333333334, 46.68886666666667, 46.876225000000005, 47.063583333333334, 47.25094166666667, 47.438300000000005], eps_bin_edges=[-3.0, -1.0, 1.0, 3.0], tectonic_region_types=['Stable Shallow Crust'], rlz_ids=[5], weights=[1.0], lon=5.72999999999999, lat=45.19"
SA(0.1),0.0002,2.50000E+01,1.84031E-05
SA(0.1),0.0002,3.50000E+01,3.80859E-06
SA(0.1),0.0002,4.50000E+01,4.78175E-07
SA(0.1),0.0002,5.50000E+01,5.91016E-09
SA(0.1),0.0002,6.50000E+01,0.00000E+00
SA(0.1),0.0002,7.50000E+01,0.00000E+00
SA(0.1),0.0002,8.50000E+01,0.00000E+00
SA(0.1),0.0002,9.50000E+01,0.00000E+00
SA(0.1),0.0002,1.05000E+02,0.00000E+00
SA(0.1),0.0002,1.15000E+02,0.00000E+00
SA(0.1),0.0002,1.25000E+02,0.00000E+00
SA(0.1),0.0002,1.35000E+02,0.00000E+00
SA(0.1),0.0002,1.45000E+02,0.00000E+00
SA(0.1),0.0002,1.55000E+02,0.00000E+00
SA(0.1),0.0002,1.65000E+02,0.00000E+00
SA(0.1),0.0002,1.75000E+02,0.00000E+00
SA(0.1),0.0002,1.85000E+02,0.00000E+00
SA(0.1),0.0002,1.95000E+02,0.00000E+00
SA(0.1),0.0002,2.05000E+02,0.00000E+00
SA(0.1),0.0002,2.15000E+02,0.00000E+00
SA(0.1),0.0002,2.25000E+02,0.00000E+00
SA(0.1),0.0002,2.35000E+02,0.00000E+00
SA(0.1),0.0002,2.45000E+02,0.00000E+00
SA(0.1),0.0001,5.00000E+00,4.93159E-05
SA(0.1),0.0001,1.50000E+01,4.49935E-05
SA(0.1),0.0001,2.50000E+01,5.50463E-06
SA(0.1),0.0001,3.50000E+01,6.28123E-07
SA(0.1),0.0001,4.50000E+01,5.78180E-09
SA(0.1),0.0001,5.50000E+01,0.00000E+00
SA(0.1),0.0001,6.50000E+01,0.00000E+00
SA(0.1),0.0001,7.50000E+01,0.00000E+00
SA(0.1),0.0001,8.50000E+01,0.00000E+00
SA(0.1),0.0001,9.50000E+01,0.00000E+00
SA(0.1),0.0001,1.05000E+02,0.00000E+00
SA(0.1),0.0001,1.15000E+02,0.00000E+00
SA(0.1),0.0001,1.25000E+02,0.00000E+00
SA(0.1),0.0001,1.35000E+02,0.00000E+00
SA(0.1),0.0001,1.45000E+02,0.00000E+00
SA(0.1),0.0001,1.55000E+02,0.00000E+00
SA(0.1),0.0001,1.65000E+02,0.00000E+00
SA(0.1),0.0001,1.75000E+02,0.00000E+00
SA(0.1),0.0001,1.85000E+02,0.00000E+00
SA(0.1),0.0001,1.95000E+02,0.00000E+00
SA(0.1),0.0001,2.05000E+02,0.00000E+00
SA(0.1),0.0001,2.15000E+02,0.00000E+00
SA(0.1),0.0001,2.25000E+02,0.00000E+00
SA(0.1),0.0001,2.35000E+02,0.00000E+00
SA(0.1),0.0001,2.45000E+02,0.00000E+00
SA(0.15),0.002105,5.00000E+00,2.02370E-04
SA(0.15),0.002105,1.50000E+01,9.98815E-04
SA(0.15),0.002105,2.50000E+01,4.90254E-04
SA(0.15),0.002105,3.50000E+01,2.41802E-04
SA(0.15),0.002105,4.50000E+01,1.32227E-04
SA(0.15),0.002105,5.50000E+01,2.84221E-05
SA(0.15),0.002105,6.50000E+01,1.30156E-05
SA(0.15),0.002105,7.50000E+01,5.46278E-06
SA(0.15),0.002105,8.50000E+01,1.89269E-06
SA(0.15),0.002105,9.50000E+01,8.19383E-07
SA(0.15),0.002105,1.05000E+02,3.42378E-07
SA(0.15),0.002105,1.15000E+02,9.64245E-08
SA(0.15),0.002105,1.25000E+02,3.50922E-08
SA(0.15),0.002105,1.35000E+02,1.12986E-10
SA(0.15),0.002105,1.45000E+02,0.00000E+00
SA(0.15),0.002105,1.55000E+02,0.00000E+00
SA(0.15),0.002105,1.65000E+02,0.00000E+00
SA(0.15),0.002105,1.75000E+02,0.00000E+00
SA(0.15),0.002105,1.85000E+02,0.00000E+00
SA(0.15),0.002105,1.95000E+02,0.00000E+00
SA(0.15),0.002105,2.05000E+02,0.00000E+00
SA(0.15),0.002105,2.15000E+02,0.00000E+00
SA(0.15),0.002105,2.25000E+02,0.00000E+00
SA(0.15),0.002105,2.35000E+02,0.00000E+00
SA(0.15),0.002105,2.45000E+02,0.00000E+00
SA(0.15),0.000404,5.00000E+00,1.12045E-04
SA(0.15),0.000404,1.50000E+01,2.13474E-04
SA(0.15),0.000404,2.50000E+01,5.73116E-05
SA(0.15),0.000404,3.50000E+01,1.75020E-05
SA(0.15),0.000404,4.50000E+01,4.92657E-06
SA(0.15),0.000404,5.50000E+01,4.90146E-07
SA(0.15),0.000404,6.50000E+01,5.98300E-08
SA(0.15),0.000404,7.50000E+01,7.92104E-10
SA(0.15),0.000404,8.50000E+01,0.00000E+00
SA(0.15),0.000404,9.50000E+01,0.00000E+00
SA(0.15),0.000404,1.05000E+02,0.00000E+00
SA(0.15),0.000404,1.15000E+02,0.00000E+00
SA(0.15),0.000404,1.25000E+02,0.00000E+00
SA(0.15),0.000404,1.35000E+02,0.00000E+00
SA(0.15),0.000404,1.45000E+02,0.00000E+00
SA(0.15),0.000404,1.55000E+02,0.00000E+00
SA(0.15),0.000404,1.65000E+02,0.00000E+00
SA(0.15),0.000404,1.75000E+02,0.00000E+00
SA(0.15),0.000404,1.85000E+02,0.00000E+00
SA(0.15),0.000404,1.95000E+02,0.00000E+00
SA(0.15),0.000404,2.05000E+02,0.00000E+00
SA(0.15),0.000404,2.15000E+02,0.00000E+00
SA(0.15),0.000404,2.25000E+02,0.00000E+00
SA(0.15),0.000404,2.35000E+02,0.00000E+00
SA(0.15),0.000404,2.45000E+02,0.00000E+00
SA(0.15),0.0002,5.00000E+00,7.69754E-05
SA(0.15),0.0002,1.50000E+01,9.89917E-05
SA(0.15),0.0002,2.50000E+01,1.94273E-05
SA(0.15),0.0002,3.50000E+01,4.43065E-06
SA(0.15),0.0002,4.50000E+01,6.61967E-07
SA(0.15),0.0002,5.50000E+01,1.40499E-08
SA(0.15),0.0002,6.50000E+01,0.00000E+00
SA(0.15),0.0002,7.50000E+01,0.00000E+00
SA(0.15),0.0002,8.50000E+01,0.00000E+00
SA(0.15),0.0002,9.50000E+01,0.00000E+00
SA(0.15),0.0002,1.05000E+02,0.00000E+00
SA(0.15),0.0002,1.15000E+02,0.00000E+00
SA(0.15),0.0002,1.25000E+02,0.00000E+00
SA(0.15),0.0002,1.35000E+02,0.00000E+00
SA(0.15),0.0002,1.45000E+02,0.00000E+00
SA(0.15),0.0002,1.55000E+02,0.00000E+00
SA(0.15),0.0002,1.65000E+02,0.00000E+00
SA(0.15),0.0002,1.75000E+02,0.00000E+00
SA(0.15),0.0002,1.85000E+02,0.00000E+00
SA(0.15),0.0002,1.95000E+02,0.00000E+00
SA(0.15),0.0002,2.05000E+02,0.00000E+00
SA(0.15),0.0002,2.15000E+02,0.00000E+00
SA(0.15),0.0002,2.25000E+02,0.00000E+00
SA(0.15),0.0002,2.35000E+02,0.00000E+00
SA(0.15),0.0002,2.45000E+02,0.00000E+00
SA(0.15),0.0001,5.00000E+00,4.99292E-05
SA(0.15),0.0001,1.50000E+01,4.36283E-05
SA(0.15),0.0001,2.50000E+01,5.86594E-06
SA(0.15),0.0001,3.50000E+01,7.94015E-07
SA(0.15),0.0001,4.50000E+01,1.63888E-08
SA(0.15),0.0001,5.50000E+01,0.00000E+00
SA(0.15),0.0001,6.50000E+01,0.00000E+00
SA(0.15),0.0001,7.50000E+01,0.00000E+00
SA(0.15),0.0001,8.50000E+01,0.00000E+00
SA(0.15),0.0001,9.50000E+01,0.00000E+00
SA(0.15),0.0001,1.05000E+02,0.00000E+00
SA(0.15),0.0001,1.15000E+02,0.00000E+00
SA(0.15),0.0001,1.25000E+02,0.00000E+00
SA(0.15),0.0001,1.35000E+02,0.00000E+00
SA(0.15),0.0001,1.45000E+02,0.00000E+00
SA(0.15),0.0001,1.55000E+02,0.00000E+00
SA(0.15),0.0001,1.65000E+02,0.00000E+00
SA(0.15),0.0001,1.75000E+02,0.00000E+00
SA(0.15),0.0001,1.85000E+02,0.00000E+00
SA(0.15),0.0001,1.95000E+02,0.00000E+00
SA(0.15),0.0001,2.05000E+02,0.00000E+00
SA(0.15),0.0001,2.15000E+02,0.00000E+00
SA(0.15),0.0001,2.25000E+02,0.00000E+00
SA(0.15),0.0001,2.35000E+02,0.00000E+00
SA(0.15),0.0001,2.45000E+02,0.00000E+00
SA(0.2),0.002105,5.00000E+00,2.02192E-04
SA(0.2),0.002105,1.50000E+01,9.59049E-04
SA(0.2),0.002105,2.50000E+01,4.92582E-04
SA(0.2),0.002105,3.50000E+01,2.54394E-04
SA(0.2),0.002105,4.50000E+01,1.45650E-04
SA(0.2),0.002105,5.50000E+01,3.30407E-05
SA(0.2),0.002105,6.50000E+01,1.61147E-05
SA(0.2),0.002105,7.50000E+01,7.40736E-06
SA(0.2),0.002105,8.50000E+01,2.84805E-06
SA(0.2),0.002105,9.50000E+01,1.40821E-06
SA(0.2),0.002105,1.05000E+02,6.99364E-07
SA(0.2),0.002105,1.15000E+02,2.93846E-07
SA(0.2),0.002105,1.25000E+02,1.86432E-07
SA(0.2),0.002105,1.35000E+02,4.83111E-08
SA(0.2),0.002105,1.45000E+02,2.47415E-09
SA(0.2),0.002105,1.55000E+02,0.00000E+00
SA(0.2),0.002105,1.65000E+02,0.00000E+00
SA(0.2),0.002105,1.75000E+02,0.00000E+00
SA(0.2),0.002105,1.85000E+02,0.00000E+00
SA(0.2),0.002105,1.95000E+02,0.00000E+00
SA(0.2),0.002105,2.05000E+02,0.00000E+00
SA(0.2),0.002105,2.15000E+02,0.00000E+00
SA(0.2),0.002105,2.25000E+02,0.00000E+00
SA(0.2),0.002105,2.35000E+02,0.00000E+00
SA(0.2),0.002105,2.45000E+02,0.00000E+00
SA(0.2),0.000404,5.00000E+00,1.13224E-04
SA(0.2),0.000404,1.50000E+01,2.08222E-04
SA(0.2),0.000404,2.50000E+01,5.88968E-05
SA(0.2),0.000404,3.50000E+01,1.93597E-05
SA(0.2),0.000404,4.50000E+01,5.93946E-06
SA(0.2),0.000404,5.50000E+01,6.91749E-07
SA(0.2),0.000404,6.50000E+01,1.30513E-07
SA(0.2),0.000404,7.50000E+01,1.07307E-08
SA(0.2),0.000404,8.50000E+01,0.00000E+00
SA(0.2),0.000404,9.50000E+01,0.00000E+00
SA(0.2),0.000404,1.05000E+02,0.00000E+00
SA(0.2),0.000404,1.15000E+02,0.00000E+00
SA(0.2),0.000404,1.25000E+02,0.00000E+00
SA(0.2),0.000404,1.35000E+02,0.00000E+00
SA(0.2),0.000404,1.45000E+02,0.00000E+00
SA(0.2),0.000404,1.55000E+02,0.00000E+00
SA(0.2),0.000404,1.65000E+02,0.00000E+00
SA(0.2),0.000404,1.75000E+02,0.00000E+00
SA(0.2),0.000404,1.85000E+02,0.00000E+00
SA(0.2),0.000404,1.95000E+02,0.00000E+00
SA(0.2),0.000404,2.05000E+02,0.00000E+00
SA(0.2),0.000404,2.15000E+02,0.00000E+00
SA(0.2),0.000404,2.25000E+02,0.00000E+00
SA(0.2),0.000404,2.35000E+02,0.00000E+00
SA(0.2),0.000404,2.45000E+02,0.00000E+00
SA(0.2),0.0002,5.00000E+00,7.81877E-05
SA(0.2),0.0002,1.50000E+01,9.69456E-05
SA(0.2),0.0002,2.50000E+01,2.01286E-05
SA(0.2),0.0002,3.50000E+01,5.08048E-06
SA(0.2),0.0002,4.50000E+01,9.15548E-07
SA(0.2),0.0002,5.50000E+01,3.59505E-08
SA(0.2),0.0002,6.50000E+01,1.43192E-11
SA(0.2),0.0002,7.50000E+01,0.00000E+00
SA(0.2),0.0002,8.50000E+01,0.00000E+00
SA(0.2),0.0002,9.50000E+01,0.00000E+00
SA(0.2),0.0002,1.05000E+02,0.00000E+00
SA(0.2),0.0002,1.15000E+02,0.00000E+00
SA(0.2),0.0002,1.25000E+02,0.00000E+00
SA(0.2),0.0002,1.35000E+02,0.00000E+00
SA(0.2),0.0002,1.45000E+02,0.00000E+00
SA(0.2),0.0002,1.55000E+02,0.00000E+00
SA(0.2),0.0002,1.65000E+02,0.00000E+00
SA(0.2),0.0002,1.75000E+02,0.00000E+00
SA(0.2),0.0002,1.85000E+02,0.00000E+00
SA(0.2),0.0002,1.95000E+02,0.00000E+00
SA(0.2),0.0002,2.05000E+02,0.00000E+00
SA(0.2),0.0002,2.15000E+02,0.00000E+00
SA(0.2),0.0002,2.25000E+02,0.00000E+00
SA(0.2),0.0002,2.35000E+02,0.00000E+00
SA(0.2),0.0002,2.45000E+02,0.00000E+00
SA(0.2),0.0001,5.00000E+00,5.08869E-05
SA(0.2),0.0001,1.50000E+01,4.26851E-05
SA(0.2),0.0001,2.50000E+01,6.12793E-06
SA(0.2),0.0001,3.50000E+01,9.87246E-07
SA(0.2),0.0001,4.50000E+01,3.97188E-08
SA(0.2),0.0001,5.50000E+01,0.00000E+00
SA(0.2),0.0001,6.50000E+01,0.00000E+00
SA(0.2),0.0001,7.50000E+01,0.00000E+00
SA(0.2),0.0001,8.50000E+01,0.00000E+00
SA(0.2),0.0001,9.50000E+01,0.00000E+00
SA(0.2),0.0001,1.05000E+02,0.00000E+00
SA(0.2),0.0001,1.15000E+02,0.00000E+00
SA(0.2),0.0001,1.25000E+02,0.00000E+00
SA(0.2),0.0001,1.35000E+02,0.00000E+00
SA(0.2),0.0001,1.45000E+02,0.00000E+00
SA(0.2),0.0001,1.55000E+02,0.00000E+00
SA(0.2),0.0001,1.65000E+02,0.00000E+00
SA(0.2),0.0001,1.75000E+02,0.00000E+00
SA(0.2),0.0001,1.85000E+02,0.00000E+00
SA(0.2),0.0001,1.95000E+02,0.00000E+00
SA(0.2),0.0001,2.05000E+02,0.00000E+00
SA(0.2),0.0001,2.15000E+02,0.00000E+00
SA(0.2),0.0001,2.25000E+02,0.00000E+00
SA(0.2),0.0001,2.35000E+02,0.00000E+00
SA(0.2),0.0001,2.45000E+02,0.00000E+00
SA(0.25),0.002105,5.00000E+00,2.03017E-04
SA(0.25),0.002105,1.50000E+01,9.43251E-04
SA(0.25),0.002105,2.50000E+01,4.91260E-04
SA(0.25),0.002105,3.50000E+01,2.57013E-04
SA(0.25),0.002105,4.50000E+01,1.48925E-04
SA(0.25),0.002105,5.50000E+01,3.43679E-05
SA(0.25),0.002105,6.50000E+01,1.70754E-05
SA(0.25),0.002105,7.50000E+01,8.12191E-06
SA(0.25),0.002105,8.50000E+01,3.23046E-06
SA(0.25),0.002105,9.50000E+01,1.67862E-06
SA(0.25),0.002105,1.05000E+02,8.75940E-07
SA(0.25),0.002105,1.15000E+02,4.10409E-07
SA(0.25),0.002105,1.25000E+02,2.91935E-07
SA(0.25),0.002105,1.35000E+02,1.01891E-07
SA(0.25),0.002105,1.45000E+02,1.56896E-08
SA(0.25),0.002105,1.55000E+02,0.00000E+00
SA(0.25),0.002105,1.65000E+02,0.00000E+00
SA(0.25),0.002105,1.75000E+02,0.00000E+00
SA(0.25),0.002105,1.85000E+02,0.00000E+00
SA(0.25),0.002105,1.95000E+02,0.00000E+00
SA(0.25),0.002105,2.05000E+02,0.00000E+00
SA(0.25),0.002105,2.15000E+02,0.00000E+00
SA(0.25),0.002105,2.25000E+02,0.00000E+00
SA(0.25),0.002105,2.35000E+02,0.00000E+00
SA(0.25),0.002105,2.45000E+02,0.00000E+00
SA(0.25),0.000404,5.00000E+00,1.14797E-04
SA(0.25),0.000404,1.50000E+01,2.05655E-04
SA(0.25),0.000404,2.50000E+01,5.82997E-05
SA(0.25),0.000404,3.50000E+01,1.94109E-05
SA(0.25),0.000404,4.50000E+01,6.03718E-06
SA(0.25),0.000404,5.50000E+01,7.26149E-07
SA(0.25),0.000404,6.50000E+01,1.48716E-07
SA(0.25),0.000404,7.50000E+01,1.53667E-08
SA(0.25),0.000404,8.50000E+01,0.00000E+00
SA(0.25),0.000404,9.50000E+01,0.00000E+00
SA(0.25),0.000404,1.05000E+02,0.00000E+00
SA(0.25),0.000404,1.15000E+02,0.00000E+00
SA(0.25),0.000404,1.25000E+02,0.00000E+00
SA(0.25),0.000404,1.35000E+02,0.00000E+00
SA(0.25),0.000404,1.45000E+02,0.00000E+00
SA(0.25),0.000404,1.55000E+02,0.00000E+00
SA(0.25),0.000404,1.65000E+02,0.00000E+00
SA(0.25),0.000404,1.75000E+02,0.00000E+00
SA(0.25),0.000404,1.85000E+02,0.00000E+00
SA(0.25),0.000404,1.95000E+02,0.00000E+00
SA(0.25),0.000404,2.05000E+02,0.00000E+00
SA(0.25),0.000404,2.15000E+02,0.00000E+00
SA(0.25),0.000404,2.25000E+02,0.00000E+00
SA(0.25),0.000404,2.35000E+02,0.00000E+00
SA(0.25),0.000404,2.45000E+02,0.00000E+00
SA(0.25),0.0002,5.00000E+00,7.95717E-05
SA(0.25),0.0002,1.50000E+01,9.55289E-05
SA(0.25),0.0002,2.50000E+01,1.97610E-05
SA(0.25),0.0002,3.50000E+01,5.05799E-06
SA(0.25),0.0002,4.50000E+01,9.31931E-07
SA(0.25),0.0002,5.50000E+01,3.96049E-08
SA(0.25),0.0002,6.50000E+01,4.65288E-11
SA(0.25),0.0002,7.50000E+01,0.00000E+00
SA(0.25),0.0002,8.50000E+01,0.00000E+00
SA(0.25),0.0002,9.50000E+01,0.00000E+00
SA(0.25),0.0002,1.05000E+02,0.00000E+00
SA(0.25),0.0002,1.15000E+02,0.00000E+00
SA(0.25),0.0002,1.25000E+02,0.00000E+00
SA(0.25),0.0002,1.35000E+02,0.00000E+00
SA(0.25),0.0002,1.45000E+02,0.00000E+00
SA(0.25),0.0002,1.55000E+02,0.00000E+00
SA(0.25),0.0002,1.65000E+02,0.00000E+00
SA(0.25),0.0002,1.75000E+02,0.00000E+00
SA(0.25),0.0002,1.85000E+02,0.00000E+00
SA(0.25),0.0002,1.95000E+02,0.00000E+00
SA(0.25),0.0002,2.05000E+02,0.00000E+00
SA(0.25),0.0002,2.15000E+02,0.00000E+00
SA(0.25),0.0002,2.25000E+02,0.00000E+00
SA(0.25),0.0002,2.35000E+02,0.00000E+00
SA(0.25),0.0002,2.45000E+02,0.00000E+00
SA(0.25),0.0001,5.00000E+00,5.18647E-05
SA(0.25),0.0001,1.50000E+01,4.17209E-05
SA(0.25),0.0001,2.50000E+01,5.91899E-06
SA(0.25),0.0001,3.50000E+01,9.65688E-07
SA(0.25),0.0001,4.50000E+01,4.02679E-08
SA(0.25),0.0001,5.50000E+01,0.00000E+00
SA(0.25),0.0001,6.50000E+01,0.00000E+00
SA(0.25),0.0001,7.50000E+01,0.00000E+00
SA(0.25),0.0001,8.50000E+01,0.00000E+00
SA(0.25),0.0001,9.50000E+01,0.00000E+00
SA(0.25),0.0001,1.05000E+02,0.00000E+00
SA(0.25),0.0001,1.15000E+02,0.00000E+00
SA(0.25),0.0001,1.25000E+02,0.00000E+00
SA(0.25),0.0001,1.35000E+02,0.00000E+00
SA(0.25),0.0001,1.45000E+02,0.00000E+00
SA(0.25),0.0001,1.55000E+02,0.00000E+00
SA(0.25),0.0001,1.65000E+02,0.00000E+00
SA(0.25),0.0001,1.75000E+02,0.00000E+00
SA(0.25),0.0001,1.85000E+02,0.00000E+00
SA(0.25),0.0001,1.95000E+02,0.00000E+00
SA(0.25),0.0001,2.05000E+02,0.00000E+00
SA(0.25),0.0001,2.15000E+02,0.00000E+00
SA(0.25),0.0001,2.25000E+02,0.00000E+00
SA(0.25),0.0001,2.35000E+02,0.00000E+00
SA(0.25),0.0001,2.45000E+02,0.00000E+00
SA(0.3),0.002105,5.00000E+00,2.02802E-04
SA(0.3),0.002105,1.50000E+01,9.28050E-04
SA(0.3),0.002105,2.50000E+01,4.96033E-04
SA(0.3),0.002105,3.50000E+01,2.62367E-04
SA(0.3),0.002105,4.50000E+01,1.52921E-04
SA(0.3),0.002105,5.50000E+01,3.55006E-05
SA(0.3),0.002105,6.50000E+01,1.76942E-05
SA(0.3),0.002105,7.50000E+01,8.49043E-06
SA(0.3),0.002105,8.50000E+01,3.40382E-06
SA(0.3),0.002105,9.50000E+01,1.77992E-06
SA(0.3),0.002105,1.05000E+02,9.34071E-07
SA(0.3),0.002105,1.15000E+02,4.46960E-07
SA(0.3),0.002105,1.25000E+02,3.22097E-07
SA(0.3),0.002105,1.35000E+02,1.15011E-07
SA(0.3),0.002105,1.45000E+02,2.04452E-08
SA(0.3),0.002105,1.55000E+02,0.00000E+00
SA(0.3),0.002105,1.65000E+02,0.00000E+00
SA(0.3),0.002105,1.75000E+02,0.00000E+00
SA(0.3),0.002105,1.85000E+02,0.00000E+00
SA(0.3),0.002105,1.95000E+02,0.00000E+00
SA(0.3),0.002105,2.05000E+02,0.00000E+00
SA(0.3),0.002105,2.15000E+02,0.00000E+00
SA(0.3),0.002105,2.25000E+02,0.00000E+00
SA(0.3),0.002105,2.35000E+02,0.00000E+00
SA(0.3),0.002105,2.45000E+02,0.00000E+00
SA(0.3),0.000404,5.00000E+00,1.14811E-04
SA(0.3),0.000404,1.50000E+01,2.04733E-04
SA(0.3),0.000404,2.50000E+01,5.88166E-05
SA(0.3),0.000404,3.50000E+01,1.96301E-05
SA(0.3),0.000404,4.50000E+01,6.07165E-06
SA(0.3),0.000404,5.50000E+01,7.27872E-07
SA(0.3),0.000404,6.50000E+01,1.47330E-07
